7625;Volksschule (Grund- u. Mittelschulen);Grundschule Bessenbach   ;Ludwig-Straub-Str. 4;63856;Bessenbach;http://www.km.bayern.de/schule/7625.html
7636;Volksschule (Grund- u. Mittelschulen);Mittelschule Waldaschaff   ;Schulstr. 3;63857;Waldaschaff;http://www.km.bayern.de/schule/7636.html
7536;Volksschule (Grund- u. Mittelschulen);Grundschule Waldaschaff   ;Schulstr. 3;63857;Waldaschaff;http://www.km.bayern.de/schule/7536.html
7628;Volksschule (Grund- u. Mittelschulen);Grundschule Rothenbuch   ;Schulstr. 7;63860;Rothenbuch;http://www.km.bayern.de/schule/7628.html
7805;Volksschule (Grund- u. Mittelschulen);Valentin-Pfeifer-Mittelschule Eschau  ;Ludwig-Caps-Straße 4;63863;Eschau;http://www.km.bayern.de/schule/7805.html
7587;Volksschule (Grund- u. Mittelschulen);Valentin-Pfeifer-Grundschule Eschau   ;Ludwig-Caps-Straße 4;63863;Eschau;http://www.km.bayern.de/schule/7587.html
7543;Volksschule (Grund- u. Mittelschulen);Grundschule Glattbach   ;Am Scharfen Eck 3;63864;Glattbach;http://www.km.bayern.de/schule/7543.html
7612;Volksschule (Grund- u. Mittelschulen);Mühlberg-Grundschule Johannesberg   ;Adam-Fell-Straße 5;63867;Johannesberg;http://www.km.bayern.de/schule/7612.html
7808;Volksschule (Grund- u. Mittelschulen);Kardinal-Döpfner-Mittelschule Großwallstadt-Niedernberg  ;Schulstr. 8;63868;Großwallstadt;http://www.km.bayern.de/schule/7808.html
7588;Volksschule (Grund- u. Mittelschulen);Kardinal-Döpfner-Grundschule Großwallstadt/Niedernberg  ;Schulstr. 8;63868;Großwallstadt;http://www.km.bayern.de/schule/7588.html
7607;Volksschule (Grund- u. Mittelschulen);Grundschule Heigenbrücken   ;Schulstraße 12;63869;Heigenbrücken;http://www.km.bayern.de/schule/7607.html
7608;Volksschule (Grund- u. Mittelschulen);Mittelschule Elsavatal- Heimbuchenthal  ;Bergstraße 16;63872;Heimbuchenthal;http://www.km.bayern.de/schule/7608.html
7522;Volksschule (Grund- u. Mittelschulen);Grundschule Elsavatal- Heimbuchenthal  ;Bergstraße 16;63872;Heimbuchenthal;http://www.km.bayern.de/schule/7522.html
7640;Volksschule (Grund- u. Mittelschulen);Grundschule Dammbach   ;Frühlingsstr. 10;63874;Dammbach;http://www.km.bayern.de/schule/7640.html
7619;Volksschule (Grund- u. Mittelschulen);Grundschule Mespelbrunn   ;Maximilian-Kolbe-Straße 1;63875;Mespelbrunn;http://www.km.bayern.de/schule/7619.html
7630;Volksschule (Grund- u. Mittelschulen);Grundschule Sailauf   ;Kirchberg 3;63877;Sailauf;http://www.km.bayern.de/schule/7630.html
7637;Volksschule (Grund- u. Mittelschulen);Karl-Benz-Grundschule Weibersbrunn   ;Rothenbucher Weg 5;63879;Weibersbrunn;http://www.km.bayern.de/schule/7637.html
7815;Volksschule (Grund- u. Mittelschulen);Grundschule Miltenberg   ;Wolfram-von-Eschenbach-Str. 17;63897;Miltenberg;http://www.km.bayern.de/schule/7815.html
542;Realschule;Johannes-Hartung-Realschule Staatliche Realschule Miltenberg  ;Nikolaus-Fasel-Str. 12;63897;Miltenberg;http://www.km.bayern.de/schule/0542.html
7015;Volksschule zur sonderpädagog. Förderung;Heinrich-Ernst-Stötzner-Schule Miltenberg, Förderzentrum Förderschwerpunkt Lernen ;Nikolaus-Fasel-Straße 10 a;63897;Miltenberg;http://www.km.bayern.de/schule/7015.html
7058;Berufsschule;Staatl. Berufsschule Miltenberg-Obernburg  ;Gartenstr. 21;63897;Miltenberg;http://www.km.bayern.de/schule/7058.html
